RA;Idade;Sexo;IE;INDE 2022;INDE 2023;INDE 2024;Fase;Turma;Cg;Cf;Ct;Rec Av1;Rec Av2;Rec Av3;Rec Av4;IAA;IEG;IPS;IDA;Mat;Por;Atingiu PV;IPV;IAN;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;IPP;N_Idade;N_INDE 2022;N_INDE 2023;N_INDE 2024;N_Cg;N_Cf;N_Ct;N_Rec Av1;N_Rec Av2;N_Rec Av3;N_Rec Av4;N_IAA;N_IEG;N_IPS;N_IDA;N_Mat;N_Por;N_IPV;N_IAN;N_Defasagem;N_IPP;N_Sexo;N_Atingiu PV
RA-1020;9;Feminino;Pública;6,62;7,61;;FASE 1;1A;215,8;40,4;4,2;;;;;10;9,1;2,52;6,1;4,3;7,8;;8,06;10;0;;;;7,19;0,1;0,56;0,69;;0,25;0,21;0,19;;;;;1;0,91;0;0,61;0,43;0,78;0,74;1;0,62;0,63;0;
RA-1021;;Masculino;Pública;6,62;6,96;;FASE 1;1A;492,8;81,4;8;;;;;8;9,2;3,77;3,3;2,5;4;;7,89;10;0;;;;7,19;;0,56;0,57;;0,57;0,42;0,41;;;;;0,8;0,92;0,17;0,33;0,25;0,4;0,72;1;0,62;0,63;1;
RA-1022;9;Masculino;Pública;6,62;7,16;;FASE 1;1A;385,2;48,6;5,8;;;;;8,5;8,5;3,77;4,7;4,7;4,7;;7,89;10;0;;;;7,19;0,1;0,56;0,61;;0,45;0,25;0,28;;;;;0,85;0,85;0,17;0,47;0,47;0,47;0,72;1;0,62;0,63;1;
RA-1023;;Feminino;Pública;7,15;9,13;;FASE 1;1A;27,6;4,8;1,2;;;;;10;10;6,27;9,1;8,5;9,7;;9,06;10;0;;;;8,75;;0,64;0,96;;0,03;0,02;0,01;;;;;1;1;0,5;0,91;0,85;0,97;0,87;1;0,62;0,83;0;
RA-699;10;Masculino;Pública;6,66;6,39;;FASE 1;1A;583,2;132,4;8,6;;;;;8,5;8,3;3,77;6;5,7;6,2;;6,17;5;-1;;;;5,78;0,15;0,57;0,47;;0,68;0,69;0,45;;;;;0,85;0,83;0,17;0,6;0,57;0,62;0,49;0,33;0,5;0,44;1;
RA-480;11;Feminino;Pública;7,5;8,23;;FASE 1;1B;188,2;43,6;2,8;;;;;10;9,7;7,52;7,9;7,2;8,5;;8,34;5;-1;;;;7,97;0,2;0,7;0,8;;0,22;0,22;0,11;;;;;1;0,97;0,67;0,79;0,72;0,85;0,78;0,33;0,5;0,73;0;
RA-678;10;Masculino;Pública;8;7,57;;FASE 1;1B;270,8;63,4;3,8;;;;;8;8,8;6,27;7,3;6,8;7,7;;8,34;5;-1;;;;7,66;0,15;0,78;0,68;;0,31;0,33;0,16;;;;;0,8;0,88;0,5;0,73;0,68;0,77;0,78;0,33;0,5;0,69;1;
RA-1024;10;Feminino;Pública;7,69;7,79;;FASE 1;1B;610,6;107;7,6;;;;;0;10;6,27;9,8;10;9,5;;8,95;5;-1;;;;9,22;0,15;0,73;0,72;;0,71;0,55;0,39;;;;;0;1;0,5;0,98;1;0,95;0,86;0,33;0,5;0,9;0;
RA-502;9;Feminino;Privada - Programa de Apadrinhamento;8,29;8,75;;FASE 1;1B;82,4;14,2;1,8;;;;;8,5;9,8;7,52;8;6,7;9,3;;8,95;10;0;;;;7,97;0,1;0,82;0,89;;0,09;0,07;0,05;;;;;0,85;0,98;0,67;0,8;0,67;0,93;0,86;1;0,62;0,73;0;
RA-1025;9;Masculino;Pública;7,99;8,22;;FASE 1;1B;110,2;24,8;2,2;;;;;8,5;8,9;7,52;7,5;7,5;7,5;;7,84;10;0;;;;7,66;0,1;0,77;0,8;;0,13;0,12;0,07;;;;;0,85;0,89;0,67;0,75;0,75;0,75;0,71;1;0,62;0,69;1;
RA-680;;Feminino;Pública;7,52;6,59;;FASE 1;1B;673,8;83,4;7,6;;;;;0;9,1;7,52;6,4;5,2;7,5;;7,78;5;-1;;;;6,88;;0,7;0,51;;0,78;0,43;0,39;;;;;0;0,91;0,67;0,64;0,52;0,75;0,7;0,33;0,5;0,58;0;
RA-1026;;Feminino;Pública;6,53;6,49;;FASE 1;1B;652,4;79,2;10,6;;;;;8,5;9,8;7,52;3,2;2,3;4;;7,06;2,5;-3;;;;6,41;;0,55;0,49;;0,76;0,41;0,56;;;;;0,85;0,98;0,67;0,32;0,23;0,4;0,61;0;0,25;0,52;0;
RA-698;9;Masculino;Pública;7,44;7,55;;FASE 1;1B;224,4;37;4,2;;;;;8,5;9,9;2,52;5,7;4,3;7;;8,11;10;0;;;;7,19;0,1;0,69;0,68;;0,26;0,19;0,19;;;;;0,85;0,99;0;0,57;0,43;0,7;0,75;1;0,62;0,63;1;
RA-533;;Masculino;Pública;6,96;7,43;;FASE 1;1B;404,6;105,6;6,8;;;;;9;9,3;7,52;5,8;4,8;6,7;;7,61;5;-1;;;;7,5;;0,61;0,65;;0,47;0,55;0,34;;;;;0,9;0,93;0,67;0,58;0,48;0,67;0,68;0,33;0,5;0,67;1;
RA-504;9;Feminino;Pública;8,07;8,3;;FASE 1;1B;94,8;17,4;2,2;;;;;8;8,3;7,52;7,9;6,5;9,2;;8,84;10;0;;;;7,5;0,1;0,79;0,81;;0,11;0,09;0,07;;;;;0,8;0,83;0,67;0,79;0,65;0,92;0,84;1;0,62;0,67;0;
RA-1027;10;Feminino;Pública;7,25;7,75;;FASE 1;1B;367,8;76,6;5,6;;;;;9,5;9,7;7,52;6;4,2;7,7;;8,33;5;-1;;;;7,5;0,15;0,66;0,71;;0,43;0,4;0,27;;;;;0,95;0,97;0,67;0,6;0,42;0,77;0,78;0,33;0,5;0,67;0;
RA-529;;Masculino;Pública;6,51;7,28;;FASE 1;1B;376,4;88,6;5,6;;;;;8;9,6;7,52;6,8;4,8;8,7;;6,89;5;-2;;;;5,78;;0,54;0,63;;0,44;0,46;0,27;;;;;0,8;0,96;0,67;0,68;0,48;0,87;0,58;0,33;0,38;0,44;1;
RA-1028;11;Masculino;Pública;7,58;6,42;;FASE 1;1B;773,2;154,2;7,8;;;;;0;9,2;7,52;5;5;5;;7,95;5;-1;;;;7,34;0,2;0,71;0,48;;0,9;0,8;0,4;;;;;0;0,92;0,67;0,5;0,5;0,5;0,73;0,33;0,5;0,65;1;
RA-686;10;Feminino;Pública;7,73;7,96;;FASE 1;1C;197,6;48,6;4,6;;;;;8,5;9;7,52;8;7,3;8,7;;8,56;5;-1;;;;7,5;0,15;0,73;0,75;;0,23;0,25;0,21;;;;;0,85;0,9;0,67;0,8;0,73;0,87;0,81;0,33;0,5;0,67;0;
RA-1029;9;Feminino;Pública;6,62;7,06;;FASE 1;1C;448,6;88,2;5,4;;;;;10;6,3;3,77;5,4;3,5;7,2;;8,01;10;0;;;;7,5;0,1;0,56;0,59;;0,52;0,46;0,26;;;;;1;0,63;0,17;0,54;0,35;0,72;0,73;1;0,62;0,67;0;
RA-1030;;Masculino;Pública;6,95;7,4;;FASE 1;1C;468,8;116;6,8;;;;;8,5;9,7;3,77;6,9;6,2;7,5;;8,39;5;-1;;;;6,88;;0,61;0,65;;0,54;0,6;0,34;;;;;0,85;0,97;0,17;0,69;0,62;0,75;0,78;0,33;0,5;0,58;1;
RA-522;;Masculino;Pública;8,31;7,89;;FASE 1;1C;189,2;46,4;4,2;;;;;7,5;9,2;7,52;8,3;8,3;8,2;;8,45;5;-1;;;;7,08;;0,82;0,74;;0,22;0,24;0,19;;;;;0,75;0,92;0,67;0,83;0,83;0,82;0,79;0,33;0,5;0,61;1;
RA-501;10;Masculino;Pública;7,79;8,14;;FASE 1;1C;206,4;53,6;3;;;;;7;8,4;7,52;8,9;9,2;8,5;;9,4;5;-1;;;;8,54;0,15;0,74;0,78;;0,24;0,28;0,12;;;;;0,7;0,84;0,67;0,89;0,92;0,85;0,92;0,33;0,5;0,81;1;
RA-692;10;Feminino;Privada;7,57;6,59;;FASE 1;1C;622,8;127,8;11;;;;;7,4;7,7;7,52;4,6;2,8;6,3;;7,39;5;-1;;;;6,67;0,15;0,71;0,51;;0,72;0,66;0,59;;;;;0,74;0,77;0,67;0,46;0,28;0,63;0,65;0,33;0,5;0,56;0;
RA-527;;Feminino;Pública;8,02;7,57;;FASE 1;1C;325,6;75,2;5,6;;;;;9;9,1;7,52;6,5;5,7;7,2;;7,78;5;-1;;;;7,5;;0,78;0,68;;0,38;0,39;0,27;;;;;0,9;0,91;0,67;0,65;0,57;0,72;0,7;0,33;0,5;0,67;0;
RA-1031;10;Masculino;Pública;7,05;7,06;;FASE 1;1D;461,6;99,4;7,2;;;;;8;8,8;7,52;5,9;4,8;7;;7,01;5;-1;;;;6,67;0,15;0,63;0,59;;0,53;0,52;0,36;;;;;0,8;0,88;0,67;0,59;0,48;0,7;0,6;0,33;0,5;0,56;1;
RA-1032;;Masculino;Pública;7,36;7,43;;FASE 1;1D;423,8;90,2;7,2;;;;;8,5;9,5;7,52;6;5,7;6,2;;7,56;5;-1;;;;7,29;;0,68;0,65;;0,49;0,47;0,36;;;;;0,85;0,95;0,67;0,6;0,57;0,62;0,67;0,33;0,5;0,64;1;
RA-1033;;Feminino;Pública;7,86;8,13;;FASE 1;1D;197,6;48,6;4,6;;;;;9;8,9;7,52;7,9;7;8,8;;9,01;5;-1;;;;8,12;;0,75;0,78;;0,23;0,25;0,21;;;;;0,9;0,89;0,67;0,79;0,7;0,88;0,87;0,33;0,5;0,75;0;
RA-1034;10;Masculino;Pública;7,63;7,96;;FASE 1;1D;191,4;39;4;;;;;7,5;9;7,52;8,3;7,8;8,7;;8,39;5;-1;;;;8,33;0,15;0,72;0,75;;0,22;0,2;0,18;;;;;0,75;0,9;0,67;0,83;0,78;0,87;0,78;0,33;0,5;0,78;1;
RA-1035;9;Masculino;Pública;7,14;6,89;;FASE 1;1D;695;112,6;9,4;;;;;0;8,3;7,52;5,8;4;7,5;;7,78;10;0;;;;7,71;0,1;0,64;0,56;;0,81;0,58;0,49;;;;;0;0,83;0,67;0,58;0,4;0,75;0,7;1;0,62;0,69;1;
RA-730;10;Feminino;Privada;7,9;7,98;;FASE 1;1F;280;80,2;3,8;;;;;10;8,7;5,02;7,8;7,8;7,7;;8,67;5;-1;;;;9,53;0,15;0,76;0,75;;0,32;0,41;0,16;;;;;1;0,87;0,34;0,78;0,78;0,77;0,82;0,33;0,5;0,94;0;
RA-855;9;Feminino;Pública;8,45;8,63;;FASE 1;1F;101,2;19,6;2;;;;;9,5;10;7,52;6,8;5,2;8,3;;8,67;10;0;;;;8,44;0,1;0,85;0,87;;0,12;0,1;0,06;;;;;0,95;1;0,67;0,68;0,52;0,83;0,82;1;0,62;0,79;0;
RA-820;10;Masculino;Pública;7,42;7,86;;FASE 1;1F;257,6;61,2;5;;;;;7,9;7,4;7,52;8,9;9,2;8,5;;8,28;5;-1;;;;9,06;0,15;0,68;0,73;;0,3;0,32;0,24;;;;;0,79;0,74;0,67;0,89;0,92;0,85;0,77;0,33;0,5;0,87;1;
RA-738;;Feminino;Pública;7,23;8,12;;FASE 1;1F;176,4;33,8;2,6;;;;;8;9,3;7,52;6;4,2;7,8;;8,34;10;0;;;;8,44;;0,66;0,78;;0,2;0,17;0,09;;;;;0,8;0,93;0,67;0,6;0,42;0,78;0,78;1;0,62;0,79;0;
RA-1036;11;Feminino;Pública;7,22;6,97;;FASE 1;1F;654,8;128;8,4;;;;;0;9,6;3,77;8;9;7;;8,34;5;-1;;;;9,06;0,2;0,65;0,57;;0,76;0,66;0,44;;;;;0;0,96;0,17;0,8;0,9;0,7;0,78;0,33;0,5;0,87;0;
RA-1037;10;Masculino;Pública;6,98;7,66;;FASE 1;1F;330,6;76,6;6,2;;;;;9;8,4;7,52;6,7;5;8,3;;8,17;5;-1;;;;8,59;0,15;0,62;0,7;;0,38;0,4;0,31;;;;;0,9;0,84;0,67;0,67;0,5;0,83;0,75;0,33;0,5;0,81;1;
RA-576;11;Feminino;Pública;7,59;7,98;;FASE 1;1F;194,8;48,6;3,2;;;;;9;9,3;5,02;8;6,5;9,5;;8,5;5;-1;;;;9,22;0,2;0,71;0,75;;0,23;0,25;0,13;;;;;0,9;0,93;0,34;0,8;0,65;0,95;0,8;0,33;0,5;0,9;0;
RA-1038;10;Feminino;Privada;7,62;7,74;;FASE 1;1F;302,4;67,4;4,6;;;;;8;9,3;7,52;6,5;7,5;5,5;;8,17;5;-1;;;;8,91;0,15;0,72;0,71;;0,35;0,35;0,21;;;;;0,8;0,93;0,67;0,65;0,75;0,55;0,75;0,33;0,5;0,85;0;
RA-1039;;Masculino;Pública;7,45;7,69;;FASE 1;1F;310,8;70,4;4,6;;;;;8;9,9;7,52;6,2;6;6,3;;8,06;5;-2;;;;8,12;;0,69;0,7;;0,36;0,36;0,21;;;;;0,8;0,99;0,67;0,62;0,6;0,63;0,74;0,33;0,38;0,75;1;
RA-1040;;Masculino;Pública;7,89;7,82;;FASE 1;1F;311,4;77,8;5,8;;;;;10;9,3;7,52;6,6;5,8;7,3;;8,06;5;-1;;;;7,81;;0,76;0,72;;0,36;0,4;0,28;;;;;1;0,93;0,67;0,66;0,58;0,73;0,74;0,33;0,5;0,71;1;
RA-1041;10;Feminino;Pública;6,63;6,72;;FASE 1;1F;642,6;105,8;8,2;;;;;10;7,2;7,52;3,3;1,8;4,7;;8;5;-1;;;;7,81;0,15;0,56;0,53;;0,75;0,55;0,42;;;;;1;0,72;0,67;0,33;0,18;0,47;0,73;0,33;0,5;0,71;0;
RA-733;9;Feminino;Pública;6,68;8,33;;FASE 1;1G;197,4;41,2;2,6;;;;;10;8,7;7,52;6,2;4,3;8;;8,89;10;0;;;;8,33;0,1;0,57;0,81;;0,23;0,21;0,09;;;;;1;0,87;0,67;0,62;0,43;0,8;0,85;1;0,62;0,78;0;
RA-837;;Masculino;Pública;8,21;8,27;;FASE 1;1G;89,2;16,4;1,8;;;;;9;9,3;7,52;7;6,3;7,7;;7,84;10;0;;;;7,92;;0,81;0,8;;0,1;0,08;0,05;;;;;0,9;0,93;0,67;0,7;0,63;0,77;0,71;1;0,62;0,72;1;
RA-519;10;Masculino;Pública;8;8,02;;FASE 1;1G;180,6;41,2;3,6;;;;;9;9,9;7,52;7,4;7,5;7,2;;8,22;5;-1;;;;7,71;0,15;0,78;0,76;;0,21;0,21;0,15;;;;;0,9;0,99;0,67;0,74;0,75;0,72;0,76;0,33;0,5;0,69;1;
RA-521;;Masculino;Pública;7,72;6,77;;FASE 1;1G;654,8;128;8,4;;;;;0;9,9;3,77;7,9;7;8,7;;8,17;5;-1;;;;7,08;;0,73;0,54;;0,76;0,66;0,44;;;;;0;0,99;0,17;0,79;0,7;0,87;0,75;0,33;0,5;0,61;1;
RA-1042;;Masculino;Pública;6,32;5,33;;FASE 1;1G;819,6;154,4;12,4;;;;;0;6,5;3,77;4,3;4;4,5;;7,67;5;-1;;;;7,71;;0,51;0,28;;0,95;0,8;0,67;;;;;0;0,65;0,17;0,43;0,4;0,45;0,69;0,33;0,5;0,69;1;
RA-713;10;Masculino;Pública;7,42;7,41;;FASE 1;1G;451,8;125,2;6,6;;;;;8;9,6;3,77;7,5;6,7;8,2;;8,17;5;-1;;;;6,88;0,15;0,68;0,65;;0,52;0,65;0,33;;;;;0,8;0,96;0,17;0,75;0,67;0,82;0,75;0,33;0,5;0,58;1;
RA-736;10;Masculino;Pública;6,71;7,6;;FASE 1;1G;376,4;83,8;6;;;;;8,5;9,5;6,27;6,7;4,8;8,5;;8,11;5;-1;;;;7,71;0,15;0,57;0,69;;0,44;0,43;0,29;;;;;0,85;0,95;0,5;0,67;0,48;0,85;0,75;0,33;0,5;0,69;1;
RA-1043;10;Masculino;Pública;6,38;6,54;;FASE 1;1G;693,6;116,2;12,6;;;;;10;7,9;6,27;2,5;2;3;;7,83;5;-1;;;;7,71;0,15;0,52;0,5;;0,8;0,6;0,68;;;;;1;0,79;0,5;0,25;0,2;0,3;0,71;0,33;0,5;0,69;1;
RA-716;10;Masculino;Pública;6,52;6,81;;FASE 1;1G;556;145,6;7,6;;;;;9;8,7;3,77;5,6;5;6,2;;7,44;5;-1;;;;6,88;0,15;0,54;0,54;;0,64;0,76;0,39;;;;;0,9;0,87;0,17;0,56;0,5;0,62;0,66;0,33;0,5;0,58;1;
RA-1044;10;Feminino;Pública;6,87;7,63;;FASE 1;1G;378;79;5,2;;;;;8;9,7;7,52;6,1;4,5;7,7;;8,34;5;-1;;;;7,5;0,15;0,6;0,69;;0,44;0,41;0,25;;;;;0,8;0,97;0,67;0,61;0,45;0,77;0,78;0,33;0,5;0,67;0;
RA-745;;Masculino;Privada - Programa de Apadrinhamento;7,38;7,67;;FASE 1;1G;381,2;103,4;4,8;;;;;9,5;9,3;3,77;7;5,7;8,2;;8,89;5;-1;;;;8,12;;0,68;0,7;;0,44;0,54;0,22;;;;;0,95;0,93;0,17;0,7;0,57;0,82;0,85;0,33;0,5;0,75;1;
RA-717;11;Feminino;Pública;6,83;6,63;;FASE 1;1G;709;115,8;8,8;;;;;0;8,5;7,52;5,9;5,5;6,3;;8,45;5;-1;;;;8,12;0,2;0,59;0,51;;0,82;0,6;0,46;;;;;0;0,85;0,67;0,59;0,55;0,63;0,79;0,33;0,5;0,75;0;
RA-718;;Feminino;Pública;8,09;8,17;;FASE 1;1G;140,6;21,2;3,4;;;;;9,5;9,1;3,77;7,8;6,3;9,2;;8,39;10;0;;;;7,92;;0,79;0,79;;0,16;0,11;0,14;;;;;0,95;0,91;0,17;0,78;0,63;0,92;0,78;1;0,62;0,72;0;
RA-721;9;Feminino;Pública;7,97;8,68;;FASE 1;1G;78;16;2,2;;;;;8,5;9,5;7,52;8,4;7,5;9,3;;8,44;10;0;;;;8,12;0,1;0,77;0,88;;0,09;0,08;0,07;;;;;0,85;0,95;0,67;0,84;0,75;0,93;0,79;1;0,62;0,75;0;
RA-746;;Masculino;Pública;7,66;6,52;;FASE 1;1G;576,8;101;6,2;;;;;0;8;3,77;7,2;6;8,3;;7,11;10;0;;;;6,88;;0,72;0,49;;0,67;0,52;0,31;;;;;0;0,8;0,17;0,72;0,6;0,83;0,61;1;0,62;0,58;1;
RA-1045;11;Feminino;Pública;7,92;8,09;;FASE 1;1H;223,6;55,8;5,8;;;;;9,5;9,4;7,52;7,9;6,8;9;;8,28;5;-1;;;;7,71;0,2;0,76;0,77;;0,26;0,29;0,28;;;;;0,95;0,94;0,67;0,79;0,68;0,9;0,77;0,33;0,5;0,69;0;
RA-483;12;Feminino;Pública;5,26;6,4;;FASE 1;1H;645;104;9,2;;;;;9;6;2,52;5,6;5;6,2;;8,17;5;-2;;;;7,92;0,25;0,35;0,47;;0,75;0,54;0,48;;;;;0,9;0,6;0;0,56;0,5;0,62;0,75;0,33;0,38;0,72;0;
RA-1046;9;Masculino;Pública;6,62;6,84;;FASE 1;1H;657,4;102,4;7,4;;;;;0;8,5;3,77;6,3;6,3;6,3;;8,22;10;0;;;;8,54;0,1;0,56;0,55;;0,76;0,53;0,38;;;;;0;0,85;0,17;0,63;0,63;0,63;0,76;1;0,62;0,81;1;
RA-1047;9;Masculino;Pública;6,62;7,85;;FASE 1;1H;248,6;56,4;4,6;;;;;10;8,5;3,77;6,9;5,8;8;;7,89;10;0;;;;8,12;0,1;0,56;0,73;;0,29;0,29;0,21;;;;;1;0,85;0,17;0,69;0,58;0,8;0,72;1;0,62;0,75;1;
RA-570;;Feminino;Pública;5,72;6,78;;FASE 1;1H;583,8;94,2;8,6;;;;;8,5;7,3;3,77;5,9;5,7;6;;8,06;5;-1;;;;8,12;;0,42;0,54;;0,68;0,49;0,45;;;;;0,85;0,73;0,17;0,59;0,57;0,6;0,74;0,33;0,5;0,75;0;
RA-1048;10;Feminino;Privada;7,4;7,81;;FASE 1;1H;289,6;81;3,8;;;;;8,5;9,5;3,77;8,2;7,5;8,8;;8,5;5;-1;;;;8,54;0,15;0,68;0,72;;0,34;0,42;0,16;;;;;0,85;0,95;0,17;0,82;0,75;0,88;0,8;0,33;0,5;0,81;0;
RA-1049;10;Masculino;Pública;7,12;7,44;;FASE 1;1H;435,2;118,8;7,8;;;;;10;7,7;7,52;6,3;5,5;7;;7,94;5;-1;;;;8,12;0,15;0,64;0,66;;0,5;0,62;0,4;;;;;1;0,77;0,67;0,63;0,55;0,7;0,72;0,33;0,5;0,75;1;
RA-1050;11;Masculino;Pública;7,62;7,76;;FASE 1;1H;288,8;74,4;5,8;;;;;9;9,2;6,27;7,2;6,2;8,2;;8,22;5;-1;;;;8,12;0,2;0,72;0,71;;0,33;0,38;0,28;;;;;0,9;0,92;0,5;0,72;0,62;0,82;0,76;0,33;0,5;0,75;1;
RA-1051;9;Feminino;Pública;6,62;8,53;;FASE 1;1H;100,8;16,4;1,8;;;;;8,5;8,9;6,27;8,4;7;9,8;;8,61;10;0;;;;8,75;0,1;0,56;0,85;;0,12;0,08;0,05;;;;;0,85;0,89;0,5;0,84;0,7;0,98;0,81;1;0,62;0,83;0;
RA-707;;Feminino;Pública;7,68;6,52;;FASE 1;1H;619,6;95,6;7,2;;;;;0;9,8;3,77;6,5;5,5;7,5;;7,95;5;-1;;;;7,92;;0,73;0,49;;0,72;0,5;0,36;;;;;0;0,98;0,17;0,65;0,55;0,75;0,73;0,33;0,5;0,72;0;
RA-1052;;Masculino;Pública;7,23;6,96;;FASE 1;1H;694,2;105,6;8;;;;;0;9;7,52;5,3;5;5,5;;7,83;10;0;;;;7,92;;0,66;0,57;;0,81;0,55;0,41;;;;;0;0,9;0,67;0,53;0,5;0,55;0,71;1;0,62;0,72;1;
RA-580;11;Feminino;Pública;7,52;8,47;;FASE 1;1H;122,4;29,2;3,8;;;;;8,5;9,8;7,52;9;8,7;9,3;;8,67;5;-1;;;;8,75;0,2;0,7;0,84;;0,14;0,15;0,16;;;;;0,85;0,98;0,67;0,9;0,87;0,93;0,82;0,33;0,5;0,83;0;
RA-581;11;Masculino;Pública;6,46;7,72;;FASE 1;1H;289;68;6,4;;;;;8;9,8;7,52;7,9;7;8,8;;7,39;5;-1;;;;6,46;0,2;0,54;0,71;;0,33;0,35;0,32;;;;;0,8;0,98;0,67;0,79;0,7;0,88;0,65;0,33;0,5;0,53;1;
RA-735;11;Feminino;Pública;7,48;7,18;;FASE 1;1J;637;107,8;7,6;;;;;0;9;7,52;8,1;7,7;8,5;;8,39;5;-1;;;;8,33;0,2;0,69;0,61;;0,74;0,56;0,39;;;;;0;0,9;0,67;0,81;0,77;0,85;0,78;0,33;0,5;0,78;0;
RA-710;;Masculino;Pública;7,28;7,06;;FASE 1;1J;440,4;96,4;5,6;;;;;9,5;9;3,77;6,5;5,7;7,3;;7,11;5;-1;;;;7,08;;0,66;0,59;;0,51;0,5;0,27;;;;;0,95;0,9;0,17;0,65;0,57;0,73;0,61;0,33;0,5;0,61;1;
RA-712;12;Masculino;Pública;6,03;6,33;;FASE 1;1J;571,6;100;9,2;;;;;9,5;5,6;3,14;6,7;5,5;7,8;;6,84;5;-2;;;;7,5;0,25;0,47;0,46;;0,66;0,52;0,48;;;;;0,95;0,56;0,09;0,67;0,55;0,78;0,58;0,33;0,38;0,67;1;
RA-549;;Masculino;Pública;6,3;7,03;;FASE 1;1J;545,4;100;8,6;;;;;9,5;8,1;5,02;6,4;5,5;7,2;;7,5;5;-1;;;;6,88;;0,51;0,58;;0,63;0,52;0,45;;;;;0,95;0,81;0,34;0,64;0,55;0,72;0,67;0,33;0,5;0,58;1;
RA-679;11;Masculino;Pública;7,17;6,14;;FASE 1;1J;614,8;96,6;9,4;;;;;7,5;7,5;5,02;3,6;2;5,2;;7,39;5;-1;;;;6,88;0,2;0,65;0,43;;0,71;0,5;0,49;;;;;0,75;0,75;0,34;0,36;0,2;0,52;0,65;0,33;0,5;0,58;1;
RA-571;12;Feminino;Privada;6,59;6,61;;FASE 1;1J;586,6;101,4;8;;;;;9;7,9;3,77;5;3,8;6,2;;7,62;5;-2;;;;7,29;0,25;0,56;0,51;;0,68;0,53;0,41;;;;;0,9;0,79;0,17;0,5;0,38;0,62;0,68;0,33;0,38;0,64;0;
RA-714;12;Masculino;Pública;6,95;6,08;;FASE 1;1J;686,6;106,4;9,6;;;;;0;8;3,14;7,4;6,7;8;;7,22;5;-2;;;;7,5;0,25;0,61;0,41;;0,8;0,55;0,51;;;;;0;0,8;0,09;0,74;0,67;0,8;0,63;0,33;0,38;0,67;1;
RA-737;9;Feminino;Pública;8,06;8,05;;FASE 1;1J;123,6;28,8;2,2;;;;;9,5;7,8;7,52;7,5;7;8;;7,78;10;0;;;;7,29;0,1;0,78;0,77;;0,14;0,15;0,07;;;;;0,95;0,78;0,67;0,75;0,7;0,8;0,7;1;0,62;0,64;0;
RA-577;11;Feminino;Pública;7,86;7,22;;FASE 1;1J;463,2;127,6;8;;;;;10;8,2;3,77;7,4;6,5;8,3;;7,67;5;-1;;;;6,88;0,2;0,75;0,62;;0,54;0,66;0,41;;;;;1;0,82;0,17;0,74;0,65;0,83;0,69;0,33;0,5;0,58;0;
RA-1053;9;Masculino;Pública;7,21;7,78;;FASE 1;1J;538,4;108,6;8;;;;;0;9,1;6,27;8,6;7,8;9,3;;8,62;10;0;;;;8,96;0,1;0,65;0,72;;0,62;0,56;0,41;;;;;0;0,91;0,5;0,86;0,78;0,93;0,81;1;0,62;0,86;1;
RA-731;11;Feminino;Pública;7,15;6,77;;FASE 1;1J;462,4;79;8,2;;;;;8,5;7,6;3,14;6,8;6,2;7,3;;7,45;5;-1;;;;7,5;0,2;0,64;0,54;;0,54;0,41;0,42;;;;;0,85;0,76;0,09;0,68;0,62;0,73;0,66;0,33;0,5;0,67;0;
RA-552;;Masculino;Pública;6,62;5,25;;FASE 1;1J;715,6;139,2;7,6;;;;;0;5,6;3,14;6,4;6,5;6,2;;6,89;5;-2;;;;6,67;;0,56;0,27;;0,83;0,72;0,39;;;;;0;0,56;0,09;0,64;0,65;0,62;0,58;0,33;0,38;0,56;1;
RA-1054;;Masculino;Pública;7,05;7,46;;FASE 1;1J;353,2;71;5;;;;;8,5;8,6;7,52;6,6;5;8,2;;7,84;5;-2;;;;7,5;;0,63;0,66;;0,41;0,37;0,24;;;;;0,85;0,86;0,67;0,66;0,5;0,82;0,71;0,33;0,38;0,67;1;
RA-1055;11;Masculino;Pública;6,81;5,98;;FASE 1;1J;774;161,2;9,2;;;;;0;7,2;7,52;5,5;6;5;;7,28;5;-1;;;;7,29;0,2;0,59;0,4;;0,9;0,84;0,48;;;;;0;0,72;0,67;0,55;0,6;0,5;0,64;0,33;0,5;0,64;1;
RA-597;10;Masculino;Pública;8,26;8,49;;FASE 1;1K;107,6;25,4;2,4;;;;;10;9,6;7,52;8,5;7,8;9,2;;8,56;5;-1;;;;9,06;0,15;0,82;0,84;;0,12;0,13;0,08;;;;;1;0,96;0,67;0,85;0,78;0,92;0,81;0,33;0,5;0,87;1;
RA-624;;Masculino;Pública;7,42;8,27;;FASE 1;1K;152;33,8;3,6;;;;;9;9,2;7,52;8,6;8,3;8,8;;8,39;5;-1;;;;8,91;;0,68;0,8;;0,18;0,17;0,15;;;;;0,9;0,92;0,67;0,86;0,83;0,88;0,78;0,33;0,5;0,85;1;
RA-776;;Feminino;Privada - Programa de Apadrinhamento;3,9;5,57;;FASE 1;1K;813;128,4;11,6;;;;;0;7;7,52;3,5;4,2;2,7;;7,22;5;-1;;;;7,81;;0,14;0,32;;0,94;0,67;0,62;;;;;0;0,7;0,67;0,35;0,42;0,27;0,63;0,33;0,5;0,71;0;
RA-600;10;Feminino;Pública;7,01;7,65;;FASE 1;1K;393,4;104,2;6;;;;;8,5;8,4;7,52;7,2;6,5;7,8;;8,06;5;-1;;;;8,28;0,15;0,62;0,69;;0,46;0,54;0,29;;;;;0,85;0,84;0,67;0,72;0,65;0,78;0,74;0,33;0,5;0,77;0;
